ticker,name,period,total_assets,total_equity,stockholders_equity,retained_earnings,short_term_debt,long_term_debt,bps,equity_ratio,revenue,operating_income,ordinary_income,net_income,basic_eps,roe,roa,operating_cf,investing_cf,financing_cf,capex,cash_equivalents,operating_cf_margin,dps,dividend_payment,buyback,payout_ratio,total_return_ratio,doe,price,shares_outstanding,market_cap,per,pbr,dividend_yield,total_liabilities,interest_bearing_debt,net_cash,net_cash_ratio
8789,,2025-09,26994129000.0,12042174000.0,10737368000.0,5301178000.0,3414679000.0,2068376000.0,56.53,40.3,14432830000.0,3406296000.0,3242285000.0,2121987000.0,10.91,19.52,7.86,-664713000.0,-1590653000.0,3130731000.0,-4410892000.0,6442667000.0,-4.61,3.0,293831000.0,528967000.0,27.5,52.4,5.7,,189941057,,,,,14951955000.0,5483055000.0,-8509288000.0,
8793,,2025-03,1224797000000.0,142385000000.0,113237000000.0,104788000000.0,88520000000.0,402613000000.0,5617.52,9.9,254879000000.0,7782000000.0,9437000000.0,6611000000.0,306.94,5.46,0.54,-34005000000.0,-15010000000.0,105641000000.0,,110097000000.0,-13.34,150.0,3015000000.0,,48.9,48.9,2.7,4090.0,20157827,82445512430.0,13.325079820160292,0.5790322887242336,3.6674816625916873,1082412000000.0,491133000000.0,-972315000000.0,-11.793425395051548
8795,,2025-03,16712943000000.0,1409064000000.0,730762000000.0,598756000000.0,,,2739.81,8.4,3730479000000.0,,198595000000.0,126384000000.0,241.67,9.01,0.76,-359867000000.0,94269000000.0,-87340000000.0,-8273000000.0,823096000000.0,-9.65,80.0,39561000000.0,48778000000.0,33.1,71.7,3.1,3949.0,266719955,1053277102295.0,16.34046426945835,0.7475012506848517,2.025829323879463,15303879000000.0,,-14480783000000.0,-13.748312735981465
8798,,2025-09,10288366000.0,559504000.0,559265000.0,-1157657000.0,4638830000.0,150220000.0,17.53,5.4,6608055000.0,-606458000.0,-924543000.0,-1539357000.0,-66.67,-275.2464395233029,-14.96211351734571,-3904305000.0,-135963000.0,8422877000.0,-3000000.0,5288924000.0,-59.08,,403000.0,21000.0,,,,,31903308,,,,,9728862000.0,4789050000.0,-4439938000.0,
8801,,2025-03,9859856000000.0,3270723000000.0,2425606000000.0,1782181000000.0,573164000000.0,2419751000000.0,1135.07,31.9,2625363000000.0,372732000000.0,290262000000.0,248799000000.0,89.26,7.91,2.52,599252000000.0,-321970000000.0,-269367000000.0,-362760000000.0,163272000000.0,22.83,31.0,87563000000.0,42094000000.0,34.7,51.6,2.8,,2136966002,,,,,6589133000000.0,2992915000000.0,-6425861000000.0,
8802,,2025-03,7996591000000.0,2740873000000.0,1573222000000.0,1262902000000.0,201670000000.0,2136406000000.0,2057.47,32.1,1579812000000.0,309232000000.0,262960000000.0,189356000000.0,151.04,7.39,2.37,324116000000.0,-361505000000.0,12871000000.0,-443801000000.0,256881000000.0,20.52,43.0,51602000000.0,50017000000.0,28.5,54.9,2.2,,764639095,,,,,5255718000000.0,2338076000000.0,-4998837000000.0,
8803,,2025-03,419541000000.0,117999000000.0,86749000000.0,64580000000.0,800000000.0,198320000000.0,1767.06,28.1,42075000000.0,13196000000.0,11651000000.0,9565000000.0,141.54,8.11,2.28,16048000000.0,-24839000000.0,7716000000.0,-24514000000.0,25241000000.0,38.14,86.0,5997000000.0,9058000000.0,60.8,155.5,4.9,,49092277,,,,,301542000000.0,199120000000.0,-276301000000.0,
8804,,2025-12,2272720000000.0,603137000000.0,461082000000.0,303315000000.0,65508000000.0,973366000000.0,2846.84,26.0,474586000000.0,95763000000.0,78187000000.0,58879000000.0,283.08,9.96,2.59,32106000000.0,-97408000000.0,104166000000.0,,152292000000.0,6.77,105.0,22126000000.0,3004000000.0,37.1,42.2,3.9,,161962737,,,,,1669583000000.0,1038874000000.0,-1517291000000.0,
8806,,2025-03,594604000000.0,204304000000.0,172666000000.0,144430000000.0,,98850000000.0,33722500000.0,34.0,46988000000.0,10249000000.0,13234000000.0,9167000000.0,1527833333.33,4.53,1.54,20503000000.0,-58051000000.0,38180000000.0,-20745000000.0,14121000000.0,43.63,,,,,,,,5,,,,,390300000000.0,98850000000.0,-376179000000.0,
8818,,2025-03,177104000000.0,76323000000.0,75103000000.0,56434000000.0,6336000000.0,23017000000.0,1569.82,43.1,19584000000.0,4983860000.0,4829000000.0,4388000000.0,89.89,5.76,2.48,7294000000.0,-8219000000.0,6258000000.0,-9750000000.0,14060000000.0,37.24,40.0,1835578000.0,625322000.0,44.5,58.8,2.6,,47841790,,,,,100781000000.0,29353000000.0,-86721000000.0,
8830,,2025-03,6722422000000.0,2168107000000.0,1913052000000.0,1706318000000.0,27615000000.0,2970582000000.0,2303.21,32.3,1014239000000.0,271516000000.0,268323000000.0,191681000000.0,202.55,8.84,2.85,253171000000.0,-143616000000.0,-116847000000.0,-170244000000.0,98234000000.0,24.96,35.0,31273000000.0,15746000000.0,17.3,25.5,1.6,,830602506,,,,,4554315000000.0,2998197000000.0,-4456081000000.0,
8835,,2025-03,47742000000.0,16095000000.0,14285000000.0,6625000000.0,10247000000.0,3940000000.0,2013.17,32.8,42076000000.0,857000000.0,566000000.0,382000000.0,49.1,2.44,0.8,906000000.0,-1027000000.0,235000000.0,-1097000000.0,4957000000.0,2.15,39.0,303000000.0,,79.3,,1.9,1062.0,7095774,7535711988.0,21.629327902240327,0.4682020495806151,3.672316384180791,31647000000.0,14187000000.0,-26690000000.0,-3.541802027797987
8836,,2025-03,1826000000.0,1648000000.0,1648000000.0,-65000000.0,,10000000.0,17.16,90.3,383000000.0,34000000.0,34000000.0,9000000.0,0.09,0.55,0.49,58000000.0,8000000.0,-491000000.0,-2000000.0,462000000.0,15.14,,459000000.0,,5100.0,,,,96037296,,,,,178000000.0,10000000.0,284000000.0,
8841,,2025-03,114896000000.0,100824000000.0,92430000000.0,75087000000.0,589000000.0,260000000.0,1136.39,87.2,13152000000.0,1418000000.0,1918000000.0,1787000000.0,19.3,1.78,1.56,442000000.0,-5322000000.0,-4961000000.0,-1642000000.0,29429000000.0,3.36,10.0,933000000.0,3621000000.0,51.8,254.4,0.9,829.0,81336512,67427968448.0,42.953367875647665,0.6687690276918195,1.2062726176115801,14072000000.0,849000000.0,15357000000.0,0.22775415533753202
8842,,2024-01,41691000000.0,32687000000.0,29215107000.0,23492688000.0,,1875000000.0,5445.35,78.4,9529000000.0,1120000000.0,1391000000.0,754000000.0,125.77,2.31,1.81,1855000000.0,-1738000000.0,-1621000000.0,-1806267000.0,1726715000.0,19.47,30.0,598937000.0,9336000.0,23.9,25.1,0.6,,5365147,,,,,9004000000.0,1875000000.0,-7277285000.0,
8844,,2025-03,176849000000.0,50318000000.0,49083000000.0,38279000000.0,23856000000.0,54620000000.0,1455.04,27.9,129528000000.0,9452000000.0,7943000000.0,5323000000.0,157.08,10.79,3.01,-3544000000.0,-1025000000.0,-1983000000.0,-722000000.0,27767000000.0,-2.74,30.0,813000000.0,,19.1,19.1,2.2,,33733093,,,,,126531000000.0,78476000000.0,-98764000000.0,
8848,,2025-03,216625000000.0,88268000000.0,73350000000.0,47490000000.0,30000000000.0,,255.81,37.5,431831000000.0,29231000000.0,26936000000.0,17861000000.0,56.22,21.98,8.25,25899000000.0,-604000000.0,-6404000000.0,-489000000.0,87075000000.0,6.0,10.0,3238000000.0,,17.8,17.8,4.4,,286736249,,,,,128357000000.0,30000000000.0,-41282000000.0,
8850,,2025-03,333647000000.0,178239000000.0,168210000000.0,163688000000.0,7194000000.0,46226000000.0,3627.57,52.4,232978000000.0,32622000000.0,33404000000.0,24274000000.0,492.14,13.89,7.28,25915000000.0,-8769000000.0,-15275000000.0,-9505000000.0,88782000000.0,11.12,120.0,5456000000.0,4907000000.0,24.4,44.6,3.5,,46369883,,,,,155408000000.0,53420000000.0,-66626000000.0,
8854,,2023-12,9663000000.0,4498000000.0,4405804000.0,2325998000.0,1137100000.0,2288474000.0,2807.88,46.5,6204000000.0,152000000.0,132000000.0,26000000.0,16.23,0.58,0.27,-673000000.0,104000000.0,-112000000.0,-28258000.0,1308626000.0,-10.85,,88073000.0,1479000.0,338.74,344.4,,,1569085,,,,,5165000000.0,3425574000.0,-3856374000.0,
8860,,2025-03,183210108000.0,54674606000.0,54359536000.0,44431376000.0,35067725000.0,72400571000.0,1518.5,29.8,123927013000.0,7894203000.0,6987318000.0,4764305000.0,131.61,8.71,2.6,2738753000.0,-16290243000.0,11361733000.0,-16187000000.0,21562618000.0,2.21,32.0,1103265000.0,269144000.0,24.3,29.9,2.2,814.0,35798179,29139717706.0,6.184940354076438,0.5329662129801173,3.9312039312039313,128535502000.0,107468296000.0,-106972884000.0,-3.671033641412861
8864,,2025-03,108580000000.0,62594000000.0,55968000000.0,43648000000.0,3390982000.0,17554000000.0,1191.07,55.1,31121000000.0,4469801000.0,4629000000.0,2577000000.0,51.26,4.3,2.37,5239000000.0,-3419000000.0,-5656000000.0,-3143000000.0,7159000000.0,16.83,21.0,954474000.0,147000.0,40.9,40.9,1.7,,46989681,,,,,45986000000.0,20944982000.0,-38827000000.0,
8869,,2025-03,152097000000.0,33979000000.0,33944000000.0,25011000000.0,15825000000.0,49495000000.0,1449.1,22.3,79902000000.0,5240000000.0,3769000000.0,2897000000.0,123.55,8.53,1.9,-33373000000.0,-5843000000.0,26787000000.0,-985000000.0,22122000000.0,-41.77,40.0,937000000.0,,32.4,32.4,2.8,977.0,23424194,22885437538.0,7.907729664103602,0.6735170999146531,4.094165813715456,118118000000.0,65320000000.0,-95996000000.0,-4.194632496783335
8871,,2025-03,222689000000.0,133771000000.0,133777000000.0,113450000000.0,,64725000000.0,4025.0,60.1,29294000000.0,7518000000.0,7044000000.0,5014000000.0,150.86,3.75,2.25,-8455000000.0,-15373000000.0,23266000000.0,-365000000.0,77632000000.0,-28.86,100.0,2658000000.0,,66.3,66.3,2.5,,33236521,,,,,88918000000.0,64725000000.0,-11286000000.0,
8876,,2025-03,303176000000.0,70512000000.0,68198000000.0,63010000000.0,12084000000.0,43151000000.0,455.64,22.5,142908000000.0,30437000000.0,,43317000000.0,286.85,63.52,14.29,25947000000.0,30000000000.0,-41283000000.0,-5976000000.0,64021000000.0,18.16,42.0,5653000000.0,5499000000.0,14.6,27.3,11.9,1918.5,149675182,287151836667.0,6.688164545929928,4.072382525910483,2.18921032056294,232664000000.0,55235000000.0,-168643000000.0,-0.5872955644562685
8877,,2025-03,227029651000.0,73460423000.0,73255778000.0,68467160000.0,4010000000.0,101559759000.0,4761.07,32.4,94765891000.0,14548226000.0,13748679000.0,9330772000.0,604.74,12.7,4.11,-35440533000.0,-1047115000.0,51339616000.0,-875000000.0,30568120000.0,-37.4,185.0,2700170000.0,766000.0,30.6,30.6,4.1,6225.0,15386410,95780402250.0,10.293679928564341,1.3038367918191813,2.9718875502008033,153569228000.0,105569759000.0,-123001108000.0,-1.2841991170484983
8881,,2025-03,133300711000.0,69376669000.0,67574010000.0,57163762000.0,5184100000.0,26845850000.0,1461.64,51.2,76235977000.0,3447827000.0,3069881000.0,2057620000.0,44.03,3.01,1.54,-5523504000.0,3097307000.0,3388301000.0,,33963489000.0,-7.25,23.0,1078823000.0,30840000.0,52.2,53.7,1.6,,46231637,,,,,63924042000.0,32029950000.0,-29960553000.0,
8885,,2019-12,24896589000.0,4540138000.0,4533890000.0,3316433000.0,5810233000.0,9062982000.0,854.63,18.1,11669642000.0,2282897000.0,2033113000.0,1379196000.0,261.46,30.59,5.54,-584019000.0,-3792387000.0,5254076000.0,-3476314000.0,2784068000.0,-5.0,50.0,73849000.0,,19.1,19.1,6.8,,5305091,,,,,20356451000.0,14873215000.0,-17572383000.0,
8886,,2024-05,23823960000.0,5032767000.0,4461779000.0,3939892000.0,4719920000.0,6542912000.0,3061.66,18.7,33221577000.0,-1746588000.0,-2070621000.0,-2367676000.0,-1623.83,-53.065739024725346,-9.93821346241347,15320551000.0,-4114852000.0,-11386976000.0,-4183645000.0,3072238000.0,46.12,,47000.0,,,,,,1457307,,,,,18791193000.0,11262832000.0,-15718955000.0,
8887,,2025-05,16748480000.0,11066029000.0,11040799000.0,6467941000.0,67900000.0,2022030000.0,917.56,66.1,5419140000.0,200885000.0,222949000.0,-657912000.0,-56.2,-5.958916560296044,-3.9281893043428417,551782000.0,-658852000.0,1857214000.0,-33393000.0,1808000000.0,10.18,3.5,130018000.0,,-6.2,,0.4,,12032781,,,,,5682451000.0,2089930000.0,-3874451000.0,
8889,,2023-09,34944000000.0,4567000000.0,4621000000.0,-2365000000.0,983000000.0,13338000000.0,241.42,12.4,45785000000.0,2042000000.0,1312000000.0,573000000.0,31.96,13.22,1.64,3146000000.0,-124000000.0,-2441000000.0,-596000000.0,8894000000.0,6.87,20.0,357000000.0,,62.5,62.5,8.5,,19140916,,,,,30377000000.0,14321000000.0,-21483000000.0,
8890,,2024-03,130513000000.0,62452000000.0,62059000000.0,47873000000.0,990000000.0,52353000000.0,2173.67,47.8,94265000000.0,22824000000.0,21878000000.0,11513000000.0,406.28,18.45,8.82,1490000000.0,-2623000000.0,9227000000.0,-586000000.0,35710000000.0,1.58,175.0,1572000000.0,8983000000.0,43.1,121.1,8.7,,28550331,,,,,68061000000.0,53343000000.0,-32351000000.0,
8891,,2025-03,29325960000.0,10982546000.0,10949806000.0,9771973000.0,5903478000.0,3308958000.0,3920.68,37.4,30417651000.0,1551094000.0,1442229000.0,975204000.0,344.29,8.88,3.33,4266901000.0,-30472000.0,-4223162000.0,-86848000.0,3056012000.0,14.03,60.0,163268000.0,137760000.0,17.4,31.5,1.6,2545.0,2792833,7107759985.0,7.392024165674286,0.6471869077534481,2.357563850687623,18343414000.0,9212436000.0,-15287402000.0,-2.1508044773968265
8892,,2025-03,459847000000.0,78681000000.0,78946000000.0,51247000000.0,4735000000.0,257872000000.0,827.19,17.2,113603000000.0,21311000000.0,17320000000.0,11193000000.0,117.18,14.14,2.43,-24765000000.0,-17293000000.0,39469000000.0,-4775000000.0,46050000000.0,-21.8,48.0,4648000000.0,74000000.0,41.0,41.7,6.1,,95438774,,,,,381166000000.0,262607000000.0,-335116000000.0,
8893,,2023-03,26313031000.0,9096355000.0,8971887000.0,8080907000.0,2194000000.0,8455973000.0,457.09,34.6,21105371000.0,2002427000.0,1815904000.0,1886363000.0,94.79,20.74,7.17,-2932333000.0,-64579000.0,2887728000.0,-31312000.0,6920669000.0,-13.89,30.0,437829000.0,310000.0,31.7,31.7,7.1,,19628272,,,,,17216676000.0,10649973000.0,-10296007000.0,
8894,,2025-10,46802271000.0,1511518000.0,907413000.0,-17261230000.0,2980000000.0,8500000.0,9.92,2.5,34570459000.0,-4150834000.0,-3434486000.0,-17232188000.0,-148.53,-1899.0457487384465,-36.81912785813321,197658000.0,-8747686000.0,8015008000.0,-231664000.0,2754559000.0,0.57,,,9544000.0,,,,,91473084,,,,,45290753000.0,2988500000.0,-42536194000.0,
8897,,2025-03,372508000000.0,89107000000.0,82265000000.0,66783000000.0,43238000000.0,136185000000.0,610.6,22.3,196523000000.0,14364000000.0,12427000000.0,8207000000.0,62.68,9.89,2.2,7877000000.0,-24807000000.0,22042000000.0,-21670000000.0,47008000000.0,4.01,30.0,2931000000.0,,47.9,,5.0,,134728136,,,,,283401000000.0,179423000000.0,-236393000000.0,
8898,,2025-03,7922913000.0,6611474000.0,6401690000.0,6605538000.0,,,644.27,83.4,4045647000.0,1071667000.0,1178134000.0,802247000.0,78.18,12.13,10.13,1038930000.0,-1952436000.0,-462589000.0,-83952000.0,761769000.0,25.68,50.0,461793000.0,154000.0,64.0,64.0,7.9,1137.0,9936346,11297625402.0,14.543361473522639,1.7087907177733739,4.397537379067722,1311439000.0,,-549670000.0,-0.048653586965513376
8903,,2023-03,30326409000.0,5686228000.0,5676834000.0,2820733000.0,1093614000.0,12690726000.0,1222.57,18.7,19376078000.0,1959868000.0,1655928000.0,1155949000.0,246.99,20.36,3.81,-830643000.0,-79953000.0,1367539000.0,-53706000.0,2377695000.0,-4.29,40.0,117971000.0,69920000.0,16.2,22.2,3.3,,4643361,,,,,24640181000.0,13784340000.0,-22262486000.0,
8904,,2025-08,71081758000.0,28022540000.0,27827631000.0,21557397000.0,21865934000.0,11969526000.0,1941.57,39.4,69270817000.0,1313545000.0,1146386000.0,639446000.0,44.39,2.28,0.9,4325111000.0,-3388906000.0,3156429000.0,-3403167000.0,18130689000.0,6.24,38.0,546637000.0,,85.6,85.6,2.0,841.0,14332540,12053666140.0,18.945708492903808,0.43014181226969433,4.5184304399524375,43059218000.0,33835460000.0,-24928529000.0,-2.068128377745163
8905,,2025-02,1663276000000.0,511094000000.0,412274000000.0,329184000000.0,,183409000000.0,2192.53,30.0,449753000000.0,52146000000.0,42595000000.0,14260000000.0,62.67,2.86,0.86,102282000000.0,-96580000000.0,-64788000000.0,-90009000000.0,64687000000.0,22.74,50.0,11377000000.0,,79.8,79.8,2.4,,188035739,,,,,1152182000000.0,183409000000.0,-1087495000000.0,
8908,,2025-05,30894812000.0,13349774000.0,13078066000.0,12091829000.0,600000000.0,10422093000.0,743.83,42.4,22255059000.0,2520068000.0,2384085000.0,1599526000.0,90.76,12.2,5.18,2441879000.0,-1010750000.0,70003000.0,-986783000.0,8299348000.0,10.97,32.0,546307000.0,,35.3,35.3,4.5,,17582063,,,,,17545038000.0,11022093000.0,-9245690000.0,
8909,,2021-12,99010087000.0,45320087000.0,45242913000.0,45256567000.0,16045545000.0,18266674000.0,1331.58,45.7,96394450000.0,8953296000.0,8931059000.0,6011299000.0,174.37,13.28,6.07,6308604000.0,-1546079000.0,576918000.0,-1059272000.0,40269655000.0,6.54,41.0,1348692000.0,1299889000.0,23.5,45.1,3.2,,33976864,,,,,53690000000.0,34312219000.0,-13420345000.0,
8912,,2025-06,3954174000.0,1388793000.0,1396848000.0,592801000.0,84668000.0,176611000.0,86.66,35.1,2476579000.0,291087000.0,187604000.0,112461000.0,7.0,8.1,2.84,297189000.0,-183271000.0,-334584000.0,-269063000.0,421410000.0,12.0,3.0,49877000.0,101375000.0,42.9,133.0,3.6,,16118716,,,,,2565381000.0,261279000.0,-2143971000.0,
8914,,2025-12,64080000000.0,29228000000.0,29202395000.0,17119762000.0,678800000.0,21215034000.0,575.01,45.6,26418000000.0,5470000000.0,5191000000.0,3704000000.0,72.89,12.67,5.78,5217845000.0,-7768171000.0,4010694000.0,-8057790000.0,16671735000.0,19.75,26.0,1270169000.0,519000.0,,0.0,4.7,1104.0,50785890,56067622560.0,15.14611057758266,1.9182846092787738,2.355072463768116,34852000000.0,21893834000.0,-18180265000.0,-0.32425603529995656
8917,,2025-10,61786484000.0,42140579000.0,40595080000.0,40098869000.0,4733760000.0,5639180000.0,2923.96,65.8,42883657000.0,2490222000.0,2352237000.0,1435197000.0,103.18,3.53,2.32,2919641000.0,-1162627000.0,5485000.0,-765733000.0,20688330000.0,6.81,43.0,597981000.0,1000.0,41.7,41.7,1.5,,13883596,,,,,19645905000.0,10372940000.0,1042425000.0,
8918,,2025-02,10017255000.0,8902902000.0,8893151000.0,5819642000.0,151900000.0,105438000.0,5.78,88.8,5092112000.0,977019000.0,970804000.0,874307000.0,0.58,9.83,8.73,2103113000.0,-362352000.0,-177451000.0,,3978192000.0,41.3,0.1,145456000.0,4000.0,17.2,17.2,1.2,10.0,1538607439,15386074390.0,17.24137931034483,1.728208890763933,1.0,1114353000.0,257338000.0,2863839000.0,0.18613188311771836
8919,,2025-03,83329000000.0,45719000000.0,45719000000.0,38395000000.0,,26500000000.0,584.67,54.9,129537000000.0,14222000000.0,13876000000.0,9550000000.0,122.21,20.89,11.46,1162000000.0,-152000000.0,-4270000000.0,-159000000.0,18766000000.0,0.9,56.0,4294000000.0,,45.8,,10.2,,78196247,,,,,37610000000.0,26500000000.0,-18844000000.0,
8920,,2025-03,72177844000.0,42265798000.0,36231846000.0,32363392000.0,721000000.0,8697729000.0,946.18,50.2,35619427000.0,5884957000.0,5936356000.0,1228114000.0,32.06,3.39,1.7,15425523000.0,-6566426000.0,-4418707000.0,-8952000000.0,19005178000.0,43.31,5.0,153223000.0,,15.6,15.6,0.5,,38292762,,,,,29912046000.0,9418729000.0,-10906868000.0,
8922,,2021-03,164112000000.0,113490000000.0,113490000000.0,48164000000.0,,7225000000.0,159.23,69.2,22427000000.0,7982000000.0,7959000000.0,5427000000.0,7.61,4.78,3.31,10044000000.0,-1801000000.0,-9762000000.0,-1360000000.0,7724000000.0,44.79,,,,,,,,712742573,,,,,50622000000.0,7225000000.0,-42898000000.0,
8923,,2025-11,307427474000.0,102836193000.0,102805108000.0,87876336000.0,,,1060.18,33.4,94688969000.0,22336971000.0,,14754770000.0,152.18,14.35,4.8,-1736474000.0,-3493624000.0,9946439000.0,-311000000.0,39604289000.0,-1.83,50.0,3827070000.0,,32.9,32.9,5.0,,96969484,,,,,204591281000.0,,-164986992000.0,
8925,,2023-07,19158849000.0,8747043000.0,8747043000.0,7033803000.0,500000000.0,5239336000.0,275.53,45.7,20596105000.0,2887060000.0,2589922000.0,1920337000.0,60.48,21.95,10.02,-1121500000.0,-1010980000.0,3206559000.0,-72510000.0,3827407000.0,-5.45,15.0,635073000.0,2961000.0,24.8,25.0,5.8,,31746245,,,,,10411806000.0,5739336000.0,-6584399000.0,
8927,,2025-07,29099099000.0,9526604000.0,9516898000.0,7272547000.0,2669000000.0,6829870000.0,322.83,32.7,29796484000.0,3373703000.0,2683821000.0,1893734000.0,64.21,19.89,6.51,2894042000.0,286934000.0,-1344918000.0,,4788761000.0,9.71,12.0,353914000.0,,18.7,,4.0,,29479596,,,,,19572495000.0,9498870000.0,-14783734000.0,
8928,,2025-06,148139423000.0,43653760000.0,43498688000.0,42703905000.0,12314007000.0,39408257000.0,4084.11,29.4,130973099000.0,5690206000.0,5618768000.0,3722466000.0,348.98,8.54,2.51,55033000.0,-6543610000.0,3576211000.0,-2180870000.0,6972573000.0,0.04,58.0,725342000.0,,16.6,16.6,1.5,,10650714,,,,,104485663000.0,51722264000.0,-97513090000.0,
8929,,2025-12,26278000000.0,11712000000.0,11126000000.0,9714000000.0,100000000.0,3826000000.0,486.18,44.4,41785000000.0,3858000000.0,3756000000.0,2750000000.0,114.77,23.59,10.47,903000000.0,901000000.0,-888000000.0,-134000000.0,13849000000.0,2.16,53.0,1149000000.0,,46.2,46.2,11.9,,22884528,,,,,14566000000.0,3926000000.0,-717000000.0,
8931,,2025-02,110655487000.0,32929470000.0,32896127000.0,30248526000.0,6794000000.0,37855353000.0,3005.8,29.8,40130553000.0,5285803000.0,4502708000.0,3122220000.0,284.51,9.48,2.82,-1939397000.0,-2094714000.0,3896704000.0,-1883805000.0,14832793000.0,-4.83,70.0,664026000.0,303567000.0,24.6,34.3,2.4,1680.0,10944216,18386282880.0,5.9048891075884855,0.5583534408540435,4.166666666666666,77726017000.0,44649353000.0,-62893224000.0,-3.4206600872225894
8933,,2019-03,1024438000000.0,287680000000.0,243803000000.0,162016000000.0,61899000000.0,482615000000.0,740.77,23.8,168042000000.0,28664000000.0,29948000000.0,16155000000.0,49.09,6.63,1.58,45959000000.0,-29422000000.0,-7826000000.0,,29122000000.0,27.35,,,,,,,,329121049,,,,,736758000000.0,544514000000.0,-707636000000.0,
8934,,2025-03,218190000000.0,105892000000.0,100949000000.0,82723000000.0,100000000.0,72219000000.0,2102.78,46.8,103174000000.0,21279000000.0,20446000000.0,14163000000.0,291.58,13.86,6.49,-4236000000.0,-8809000000.0,9479000000.0,-4833000000.0,44754000000.0,-4.11,66.0,3165000000.0,,22.6,22.6,3.3,2663.0,48007399,127843703537.0,9.13299951985733,1.2073027569315906,2.478407810739767,112298000000.0,72319000000.0,-67544000000.0,-0.5283326290719643
8935,,2025-03,105477000000.0,72922000000.0,72745000000.0,68074000000.0,,11730000000.0,2227.86,69.1,112429000000.0,9488000000.0,9459000000.0,6483000000.0,198.11,8.89,6.15,-13880000000.0,4906000000.0,3841000000.0,-99000000.0,24418000000.0,-12.35,54.0,1636000000.0,,27.3,,2.5,,32652410,,,,,32555000000.0,11730000000.0,-8137000000.0,
8938,,2025-03,8645000000.0,7838000000.0,7687000000.0,1626000000.0,,35000000.0,849.36,88.9,2043000000.0,-46000000.0,-53000000.0,70000000.0,7.73,0.91,0.81,-260000000.0,-366000000.0,43000000.0,-149000000.0,2186000000.0,-12.73,2.0,,,,,0.2,326.0,9050343,2950411818.0,42.17335058214748,0.376424064557285,0.6134969325153374,807000000.0,35000000.0,1379000000.0,0.46739237945934775
8940,,2025-05,52663315000.0,13621947000.0,13302941000.0,9076415000.0,14546109000.0,17880580000.0,1650.38,25.4,44793776000.0,2386508000.0,2166922000.0,1667290000.0,206.54,12.48,3.17,-5931597000.0,-2899698000.0,9385072000.0,-2864492000.0,5243779000.0,-13.24,46.0,217922000.0,,22.3,22.3,2.9,,8060532,,,,,39041368000.0,32426689000.0,-33797589000.0,
8944,,2025-09,56408122000.0,16071276000.0,16051776000.0,7208993000.0,2794701000.0,25902237000.0,809.79,28.5,18603111000.0,635012000.0,165682000.0,-358389000.0,-18.06,-2.2327062126957165,-0.6353499944564721,3040351000.0,-4980165000.0,3513112000.0,-2866000000.0,7523479000.0,16.34,6.0,119076000.0,,-34.8,,0.7,245.0,19822146,4856425770.0,-13.565891472868218,0.30218047216661575,2.4489795918367347,40336846000.0,28696938000.0,-32813367000.0,-6.756690733893375
8945,,2025-06,10459568000.0,7729283000.0,7580675000.0,7022912000.0,,261250000.0,827.59,72.3,8695906000.0,742731000.0,758962000.0,229457000.0,25.08,3.03,2.19,-68548000.0,-2256010000.0,-45737000.0,-76032000.0,4946157000.0,-0.79,41.0,374452000.0,517963000.0,163.5,389.2,4.9,,9159940,,,,,2730285000.0,261250000.0,2215872000.0,
8946,,2025-12,4022000000.0,2353000000.0,2229438000.0,238466000.0,764100000.0,51996000.0,98.86,58.3,4541000000.0,195000000.0,184000000.0,113088000.0,4.77,4.82,2.81,-204598000.0,-584830000.0,591476000.0,-10900000.0,1119887000.0,-4.51,,,,,,,,22551466,,,,,1669000000.0,816096000.0,-549113000.0,
8995,,2025-03,6947209000.0,3983860000.0,3778028000.0,2881636000.0,295000000.0,1930480000.0,1980.29,57.3,3274673000.0,20213000.0,15475000.0,46570000.0,23.15,1.17,0.67,-735519000.0,-77244000.0,1057089000.0,-156768000.0,1464799000.0,-22.46,25.0,50293000.0,,108.0,108.0,1.3,,1907815,,,,,2963349000.0,2225480000.0,-1498550000.0,
8996,,2025-12,17006000000.0,3859000000.0,3824650000.0,3509514000.0,3338100000.0,6362223000.0,1006.79,22.7,16928000000.0,1114000000.0,967000000.0,658806000.0,171.87,17.07,3.87,640302000.0,-137562000.0,343171000.0,-136881000.0,4780910000.0,3.78,55.0,172491000.0,,32.0,32.0,5.8,,3798855,,,,,13147000000.0,9700323000.0,-8366090000.0,
8999,,2025-03,68770749000.0,24866354000.0,24661438000.0,20983775000.0,13174100000.0,7689444000.0,866.26,36.2,53960131000.0,1212438000.0,918646000.0,486250000.0,17.01,1.96,0.71,8637057000.0,-316071000.0,-7657013000.0,-939000000.0,10843165000.0,16.01,32.0,930910000.0,,188.1,188.1,3.7,559.0,28468863,15914094417.0,32.86302175191064,0.639985034275632,5.724508050089446,43904395000.0,20863544000.0,-33061230000.0,-2.077481076440191
9001,,2025-03,1753200000000.0,560753000000.0,463868000000.0,314683000000.0,73322000000.0,481470000000.0,2777.78,31.6,631461000000.0,74604000000.0,72716000000.0,51330000000.0,252.99,9.26,2.93,90072000000.0,-86778000000.0,321000000.0,-109941000000.0,34936000000.0,14.26,60.0,11729000000.0,17641000000.0,23.7,58.1,2.2,2866.0,166992346,478600063636.0,11.32851100834025,0.8534953243870296,2.09351011863224,1192447000000.0,554792000000.0,-1157511000000.0,-2.418534989749493
